id,prediction
122499,0.034922406
194192,0.048412867
150751,0.050907116
202245,0.0288655
164039,0.027712587
72410,0.054790657
155465,0.05290683
61435,0.11185522
236193,0.038353927
101615,0.010647437
144185,0.018962791
53184,0.015146938
147998,0.03871678
67567,0.03003144
26004,0.010180521
178890,0.01408547
233899,0.024144812
9178,0.051034555
224827,0.033679385
248942,0.024842514
143710,0.020622568
94861,0.056279283
86296,0.039639894
3264,0.062233288
56968,0.032428123
54275,0.023307567
94881,0.01468645
147847,0.02681888
84157,0.02182252
230023,0.022755578
86635,0.014158336
72050,0.08673658
7495,0.018589273
183045,0.010287573
222809,0.014360518
78758,0.034978963
230406,0.011703308
22122,0.07979875
73354,0.0143878255
133503,0.047568
113953,0.012025001
22606,0.017505964
100136,0.0146636
64639,0.015023085
143429,0.020450203
153918,0.014412663
199253,0.024353877
240178,0.02469645
193421,0.010958569
211008,0.017538061
215391,0.03254803
109353,0.032746147
58750,0.043608088
87188,0.0144936675
99001,0.020353321
220671,0.02094475
174817,0.07663427
80794,0.015163977
74297,0.05959972
45305,0.028352736
229021,0.03340835
197105,0.039958335
132024,0.030224718
38235,0.037034344
4048,0.025164941
65856,0.06434154
85786,0.018456437
162409,0.011321363
118028,0.028287547
17091,0.023079494
176281,0.014409717
40460,0.012770653
100857,0.039885413
97629,0.021267407
177178,0.018867625
146587,0.017112115
12090,0.0067739617
40899,0.017215166
183933,0.056247998
183209,0.016093094
74321,0.008483218
47930,0.027527137
233611,0.026469203
20807,0.074589916
140357,0.05786637
224371,0.05072412
66015,0.031563427
200684,0.017560579
205859,0.019994559
102351,0.011331754
191859,0.02347835
71037,0.00980941
207833,0.012131136
80421,0.024415802
200443,0.038029056
181778,0.009595127
167235,0.04340124
61083,0.051896635
155078,0.04707408
72520,0.024430158
237956,0.025673475
147408,0.06649594
205361,0.018937739
159979,0.019993091
107777,0.019140963
50686,0.01456424
74282,0.014190612
139420,0.015622296
137247,0.02414431
113735,0.020550152
7952,0.032444622
73578,0.04938157
72857,0.032742076
38295,0.012900602
233642,0.012669565
241418,0.016341915
195638,0.06890969
67937,0.025254807
59828,0.013355468
73398,0.02042808
236640,0.024323279
110346,0.06105711
66986,0.015294429
43856,0.019720249
189889,0.028018251
151396,0.010549664
22762,0.046817966
200044,0.013215345
121378,0.0857426
118427,0.0174754
65981,0.019746646
117333,0.04476159
69883,0.04897389
151981,0.024732614
14253,0.018268306
199852,0.016240615
35487,0.020478304
91856,0.028418496
96953,0.009905665
15106,0.028967725
8344,0.035624515
39210,0.028427945
60431,0.024651907
107237,0.030250026
52025,0.020737153
245503,0.016111692
111201,0.029513847
115084,0.05055618
81047,0.011645538
51472,0.020863341
196958,0.010028491
17443,0.041852828
162540,0.0080480855
115146,0.03190258
117845,0.017340146
89286,0.039929077
163271,0.014663256
117914,0.031859577
187272,0.010788709
226086,0.071599476
215367,0.07020219
96638,0.03344394
65639,0.050680064
239552,0.05026701
83663,0.10299945
86622,0.008282859
19780,0.008634715
156329,0.023630189
129922,0.01575455
242272,0.025544796
26116,0.02149317
204672,0.013822371
207760,0.07580151
130856,0.010606077
238479,0.028399386
59632,0.015149279
64156,0.014810351
29849,0.022494925
210101,0.01309264
102738,0.027327852
216994,0.041510094
79295,0.0531726
34005,0.02841828
170407,0.024856618
102240,0.02624953
83403,0.022496236
74046,0.043376163
14173,0.021982746
121291,0.038237933
194277,0.04734224
76407,0.053737473
240131,0.03467524
61361,0.043181915
34569,0.006123608
48551,0.016520234
44056,0.035614524
138298,0.027267072
102568,0.0132662635
243383,0.015917778
136159,0.057569187
188500,0.03852045
70620,0.008179735
101089,0.032356985
104866,0.017939728
34490,0.018893188
96972,0.029185154
77220,0.033151086
35557,0.038068824
139079,0.048270114
196639,0.033907488
96272,0.06433791
49954,0.013311651
35400,0.05706061
196257,0.019802403
44117,0.01792786
153752,0.03401303
53219,0.034651585
225226,0.07721799
56852,0.02872273
3492,0.02298265
72378,0.026252344
206943,0.022654397
126607,0.009235482
77466,0.020985464
158524,0.024585653
150141,0.02071517
191400,0.01664785
49644,0.043104112
32816,0.038758334
10638,0.043901183
207506,0.05602322
214835,0.060746614
54424,0.01851973
98396,0.019273918
149259,0.04887795
5889,0.030624706
61533,0.0320025
187946,0.05914404
199438,0.027608866
166724,0.03513234
129491,0.013245033
54321,0.025850592
147853,0.034243837
144872,0.0137233585
32759,0.010679254
28344,0.0321227
212838,0.013696833
131272,0.010880167
234947,0.061107863
234515,0.018744536
30364,0.037119593
17284,0.040887706
188909,0.012076719
100874,0.026835365
98553,0.011945262
241090,0.017484875
22251,0.013079448
224498,0.09502046
179518,0.015937606
79920,0.067357324
106589,0.046116233
106406,0.010272038
249,0.01357206
61245,0.027436137
246454,0.013950521
115287,0.013719694
16170,0.056632288
63370,0.039561078
243952,0.0467315
120257,0.027818348
181000,0.07058368
110871,0.04057529
83566,0.031465948
124431,0.021967331
220594,0.03646246
49030,0.035398014
125468,0.019049866
16020,0.012924232
240407,0.108353145
18495,0.019130062
145612,0.03432707
129148,0.013971218
7094,0.03960665
24775,0.019600937
107436,0.012171128
159272,0.01345001
34825,0.012523898
224423,0.0152652925
109508,0.020013778
75859,0.012964155
74678,0.021241909
221741,0.01702676
138305,0.010829543
36954,0.032630842
94944,0.0147688445
149981,0.05392199
31377,0.021940537
187445,0.014194522
190448,0.022320677
114878,0.026686316
197734,0.08019547
30150,0.02508878
160952,0.021268087
94003,0.011220327
147214,0.036232624
215721,0.027103662
192741,0.023163205
56827,0.030972311
131330,0.017644785
245875,0.023078945
156972,0.014881927
74309,0.06267352
188477,0.030628514
158914,0.109914914
165960,0.009789652
49419,0.019357406
136855,0.02537094
110108,0.049020384
241239,0.011283897
132022,0.014315523
19643,0.014381532
130827,0.056744196
199541,0.028413244
18235,0.035115913
104428,0.020993391
185119,0.028202469
12951,0.02327478
55864,0.061945733
142346,0.018499037
66768,0.025860343
43195,0.02422143
249337,0.011453729
42036,0.011855014
57115,0.04983143
64777,0.013345557
163082,0.032991935
234769,0.018898232
41321,0.010716871
104705,0.031373765
247505,0.086933576
192778,0.015765734
89707,0.014273378
34987,0.013866836
38686,0.009746496
98847,0.034305185
154179,0.024591772
105289,0.020003362
178443,0.015553378
101091,0.026967166
104956,0.013181406
208365,0.025971895
179990,0.023284594
235741,0.025969042
14840,0.04767525
234403,0.024811458
153262,0.03638734
51590,0.04320497
114411,0.020352662
123656,0.025387358
100274,0.03240035
62549,0.05830743
194508,0.013507957
246597,0.013086455
109662,0.040149286
174517,0.016124185
219555,0.06813394
225902,0.0116349505
43897,0.03289021
16664,0.009320117
35885,0.012598033
1639,0.021300673
231198,0.013664005
108678,0.010706529
104901,0.011609043
79607,0.14779776
181258,0.028011117
222123,0.030136714
221007,0.025955295
222835,0.039140012
46528,0.007066993
173160,0.015138789
21150,0.030079031
104896,0.027838137
236758,0.023737961
199865,0.012978075
25526,0.017355103
155447,0.06813394
26731,0.038552854
241027,0.04885996
443,0.028658211
120094,0.011859188
7352,0.013196895
55605,0.023818897
225870,0.036608875
4557,0.07368693
82110,0.045657124
149265,0.015378116
164724,0.024022577
89854,0.030685531
152496,0.023707481
7624,0.03514854
55826,0.012686505
208491,0.014595809
66906,0.025115367
32277,0.009481351
170000,0.0232877
172984,0.031612176
132247,0.015074419
169104,0.021901341
222339,0.014455303
148169,0.025087653
106971,0.016646117
50540,0.021600746
217391,0.057496678
86871,0.008448622
166844,0.015201807
188126,0.011928272
45068,0.018775294
162186,0.009705254
20158,0.01099186
147322,0.016547062
81554,0.026634922
23542,0.016329946
22127,0.04141669
192136,0.021710936
91369,0.029016323
2609,0.015088287
191549,0.009663428
136367,0.032237712
198947,0.015867595
122158,0.028620709
125841,0.02190652
113027,0.017426172
216187,0.018800939
80862,0.013010371
100461,0.076918475
164702,0.010797923
182794,0.019763643
27934,0.080250144
139278,0.01969409
74253,0.048995316
87639,0.04977574
183739,0.00931898
3167,0.051597517
241953,0.024469545
90965,0.011018656
97232,0.031091673
117662,0.009612144
238398,0.031284917
217606,0.036508348
67626,0.009311961
11647,0.01365112
121579,0.013177114
190835,0.027287131
233081,0.030749388
87046,0.02832593
21926,0.037757292
28385,0.031253394
88780,0.112492
77483,0.017373027
61538,0.024526384
65296,0.023495084
3992,0.04264243
97191,0.017353728
75069,0.029577574
25415,0.019983718
4605,0.009414413
170321,0.041384786
14383,0.03702614
248895,0.027880594
191847,0.03588806
42340,0.06002198
33646,0.02698954
106114,0.07813315
72740,0.037269942
67659,0.093728274
78681,0.012436364
242963,0.02164281
96059,0.024631504
84096,0.04618076
133266,0.0138988225
178467,0.019009272
81008,0.026790092
222303,0.021767763
11790,0.021248145
41457,0.035818577
54051,0.047245815
203714,0.017745156
178432,0.020443503
12699,0.018000431
59507,0.010881353
99581,0.078463405
236240,0.027985437
187521,0.07988994
200368,0.055652246
92791,0.051256116
90902,0.0140191605
219187,0.017324261
160513,0.017969416
140937,0.015667038
136684,0.021813158
92670,0.063093476
93720,0.04187424
60383,0.014360356
49684,0.014730005
54122,0.033072907
64331,0.0084782615
219829,0.059319682
67982,0.10153538
5045,0.011624494
100325,0.071244605
220921,0.020155793
195611,0.014249554
97094,0.021246435
98582,0.022474976
33736,0.06591949
176619,0.021822067
84307,0.054691788
233386,0.0363246
190561,0.01213468
230363,0.050214935
141706,0.057861693
114348,0.029783431
241483,0.02847035
63005,0.019827038
160090,0.022298807
180362,0.038582098
148345,0.05096164
207599,0.032555725
235669,0.019825159
78700,0.010801337
244901,0.024817742
42999,0.0139860315
88644,0.01760613
141109,0.023082232
232544,0.013648251
129324,0.040373076
74557,0.047063664
137270,0.07040506
45286,0.009830594
34160,0.032459874
14299,0.027643438
200242,0.017154433
117756,0.0137642715
40940,0.043181326
206997,0.06613249
106281,0.02295174
214882,0.047941003
241321,0.015309676
84848,0.019722622
47854,0.035006374
112945,0.022692379
227667,0.030431097
125986,0.022783794
228090,0.012835967
36469,0.047756523
202206,0.14615443
73481,0.009791196
32164,0.048933286
31750,0.032992106
63002,0.014937471
154581,0.033896353
211637,0.011702447
48647,0.04399664
26698,0.019135034
158979,0.028657181
199089,0.04425737
17373,0.029062299
140861,0.011135452
199335,0.023972828
105426,0.060180176
162016,0.013092023
17480,0.11338803
3324,0.03448512
177565,0.02490387
87163,0.025902448
10048,0.028890163
71488,0.011266472
154087,0.031428404
230980,0.012061618
177865,0.030265333
139290,0.018306127
59361,0.010149015
231329,0.028335098
48911,0.028464543
219925,0.014491467
80544,0.026815299
175240,0.029901948
216371,0.056715105
247681,0.029879892
222207,0.03662241
5460,0.014247805
172114,0.012881889
4001,0.018654836
11270,0.055932328
152440,0.010045282
210074,0.029856093
99972,0.065889575
198711,0.026206063
79868,0.023258239
212583,0.02350282
217620,0.04380187
155028,0.029815817
25570,0.01804848
55154,0.01842224
67878,0.017084733
15150,0.032169953
128934,0.015632337
158389,0.009863869
169271,0.023847558
105220,0.015610678
16047,0.0384671
135142,0.025567686
240847,0.041911583
22942,0.016502634
63989,0.026948305
19978,0.016394041
223713,0.02463352
8497,0.05900783
161175,0.039386068
67435,0.017727744
116243,0.010245178
158083,0.014193934
153674,0.014048964
166489,0.023518365
69371,0.011910363
146271,0.1015087
169028,0.0121498145
161768,0.009702514
234114,0.0524055
209176,0.009970331
231058,0.031058237
112908,0.024244234
162481,0.021747816
40851,0.01394961
183737,0.016803246
243106,0.029860832
62949,0.046991743
55276,0.022869602
32800,0.045458067
4232,0.013440939
71340,0.029198911
175961,0.011149879
242696,0.022159938
37170,0.020021163
52577,0.018127605
85449,0.010499074
44602,0.0147343865
55791,0.076404385
78405,0.01848876
164097,0.014720458
12346,0.09409611
190692,0.04225467
4663,0.02414431
36122,0.019087149
60116,0.07500538
122432,0.04923612
558,0.028815998
100195,0.04359522
191150,0.0239321
42547,0.02383884
188299,0.02079907
229005,0.037757292
59519,0.0107051805
232267,0.080379725
17858,0.022072
23860,0.014361384
241322,0.026028553
45557,0.023833327
79081,0.0352483
122524,0.054070152
192790,0.01742734
45887,0.064007826
244099,0.06518787
63361,0.06853043
69682,0.06356989
188478,0.011595258
121396,0.04286325
176501,0.051171996
243049,0.03836411
54611,0.014864236
248289,0.022597866
99981,0.042050898
180045,0.012041849
185692,0.062137447
21134,0.019976323
484,0.029950453
4217,0.01306394
80456,0.008953397
39988,0.028432187
110145,0.014269125
239835,0.092150696
42516,0.0266749
82494,0.023457354
128085,0.017348908
63767,0.011465678
2862,0.05260909
79067,0.030983197
29743,0.023058748
77427,0.049402256
211175,0.014157703
249762,0.012188253
187601,0.021017931
74985,0.028142655
156581,0.01507122
210052,0.034687504
95943,0.03453912
957,0.030914465
59109,0.02307275
47678,0.049421035
115726,0.009125733
116443,0.038486622
202004,0.01660353
199620,0.07309814
78013,0.025582474
22481,0.017270045
176842,0.0073933075
89847,0.022907374
208168,0.036240228
217207,0.041743983
58968,0.020756198
183320,0.021198772
66682,0.02872273
238170,0.011551532
177343,0.03148892
55509,0.021239346
10649,0.02092933
179769,0.10898607
316,0.016936757
143687,0.06497388
23234,0.00973714
153641,0.013886914
129058,0.035044935
29935,0.0249367
243174,0.012473349
228311,0.033180453
136809,0.036879558
37890,0.0135766
214027,0.024412442
90859,0.007149542
244137,0.024296504
242990,0.07031058
54593,0.039813247
35794,0.057807792
49376,0.017950686
192064,0.009275438
22331,0.112492
153672,0.025171809
90118,0.026382798
116561,0.025458062
103923,0.013647262
245548,0.012105791
131087,0.03478021
195604,0.019802403
46121,0.012479077
25793,0.030371435
108420,0.026921267
114684,0.04692949
125577,0.0112685915
137810,0.026971534
81979,0.010940732
79672,0.046740178
208376,0.013623456
98813,0.018889375
231481,0.059742488
70867,0.031579494
199576,0.02473533
126070,0.04788951
34956,0.04569201
81213,0.04432381
198333,0.023412671
140049,0.023657516
97674,0.006949769
100278,0.012717804
8837,0.024407519
127177,0.006996212
168657,0.019412363
248776,0.10143449
203088,0.014185249
32865,0.067339234
187818,0.075994596
104057,0.030096337
125171,0.022829473
179919,0.008819212
96223,0.023532774
108476,0.014243787
56371,0.027091067
122348,0.051166452
156154,0.038837127
226325,0.020707924
94630,0.022380749
36041,0.012032131
11602,0.045620818
100217,0.015184207
92897,0.028842175
14526,0.02179232
239590,0.05784989
117369,0.024602454
113058,0.011876159
123026,0.011158605
74358,0.039304767
66252,0.01938008
248388,0.013296696
10057,0.014498939
84345,0.04616693
53189,0.08068811
50623,0.011658685
241714,0.049492218
111129,0.015100118
157759,0.03998496
123782,0.015499718
90800,0.029094186
171358,0.009653832
46853,0.01225687
44476,0.014095292
56318,0.014648354
236317,0.036270533
213183,0.010287937
52003,0.065323636
94749,0.03539955
97671,0.0184566
173531,0.03956953
179531,0.07021498
13189,0.020084126
239559,0.028532583
152101,0.007066993
205080,0.017510584
197703,0.026892288
98114,0.03793912
17339,0.01658637
234331,0.04731626
145502,0.015885737
87771,0.023169134
35376,0.025958616
213256,0.074265555
39533,0.027963005
123594,0.030564003
100120,0.020775028
154836,0.021354694
15497,0.0170764
6382,0.007565299
154826,0.02618856
176740,0.023465978
58957,0.03810216
132104,0.0151794795
122873,0.027598737
244412,0.023576006
44126,0.015344455
205789,0.010348448
223139,0.023227679
65193,0.019531768
44414,0.10205877
215194,0.014097956
180089,0.015610648
246910,0.03579339
153148,0.032236908
77624,0.017708391
16254,0.024555508
86103,0.013163103
8256,0.023244534
13108,0.031525824
106037,0.02475789
110015,0.017020432
179875,0.029668072
217363,0.009644891
80734,0.021218074
192919,0.035210084
83285,0.016700536
106215,0.012862556
235857,0.08575648
182439,0.0248792
93818,0.015668133
68181,0.06658564
125231,0.021731615
175825,0.032400686
144287,0.18174574
80407,0.020360516
193855,0.039833114
109300,0.014429016
232658,0.019660484
86065,0.045986444
13659,0.01508619
38358,0.037903275
221305,0.020083014
36579,0.021476587
161963,0.016265608
84490,0.012261854
11922,0.011525167
155148,0.020585744
85562,0.015260491
51635,0.020234955
200451,0.024048539
204146,0.01354542
176744,0.042479143
151662,0.014903976
76236,0.06490133
144477,0.0106271375
132997,0.034982253
139237,0.04359522
77326,0.026256032
221607,0.013154966
77913,0.0344145
119881,0.017171292
217062,0.02506537
127241,0.02089367
4349,0.030723749
36823,0.035147432
226661,0.03398721
185752,0.017868193
197591,0.028152153
227526,0.012149253
218904,0.05922659
138799,0.0158852
120152,0.014936138
63428,0.028894227
41971,0.07235225
241811,0.033894897
175676,0.023498563
75685,0.0538534
15136,0.034983944
59283,0.040873494
90707,0.025378741
75661,0.028543007
117131,0.034237638
66155,0.04368097
36780,0.15063034
137236,0.08768991
72214,0.012321236
225173,0.08237272
237406,0.01791299
2314,0.029779887
46541,0.031686436
30742,0.026141338
99139,0.048431475
56687,0.010761558
7251,0.04068322
155621,0.08971523
61053,0.020317946
52942,0.015618366
86520,0.028512217
207979,0.06703326
211128,0.020507444
20522,0.0513484
111205,0.010741038
8421,0.017827487
85127,0.0166068
58050,0.019828882
227437,0.033792503
140308,0.017654797
164551,0.026264824
194004,0.047747407
149321,0.035038456
30118,0.012978239
101282,0.005309142
174053,0.01466916
205512,0.010791564
235687,0.037937492
242788,0.025595916
198268,0.12692796
40166,0.02285332
190726,0.025544796
106542,0.046636578
241868,0.018317677
121289,0.024718573
224027,0.022937529
129321,0.007987824
207387,0.016804103
134769,0.010391855
174139,0.038962804
16723,0.023911467
158758,0.046618637
170974,0.06520265
218268,0.029723443
171166,0.028082667
163407,0.026960546
39460,0.015442985
40086,0.01623354
229229,0.020319402
46180,0.021972757
151846,0.0788463
201177,0.014708858
228435,0.039848242
13168,0.012699035
124845,0.017056834
39015,0.02795177
61544,0.03071873
120906,0.014876677
41492,0.041426774
189406,0.062776424
99600,0.014954347
80684,0.017837215
3195,0.06953698
121736,0.02625457
245477,0.018867869
38769,0.017287906
198187,0.0083113285
169174,0.015125294
19011,0.032627847
2650,0.08444741
100147,0.040558614
107268,0.024871683
51053,0.057548996
62557,0.023058303
227454,0.02406513
148762,0.03305044
135957,0.10319243
128388,0.014169068
105804,0.01248456
213946,0.07927486
194854,0.025952227
39197,0.041069776
241925,0.051820647
26957,0.027295796
103437,0.011270616
150804,0.034590404
132887,0.02705958
207804,0.015108802
30089,0.014394752
18182,0.024740575
140900,0.03545204
99949,0.03062206
161020,0.024066307
59805,0.016771212
65556,0.04154454
33577,0.059180688
116842,0.037417755
48113,0.0542759
220223,0.023528928
66797,0.009903678
142781,0.08011975
92833,0.056039475
108138,0.014872156
15172,0.06859822
188584,0.027458783
224621,0.031022841
46506,0.051711902
40511,0.020826718
221126,0.019494236
137685,0.016559986
223772,0.044180375
157918,0.01011137
186220,0.019443816
199697,0.05442578
178306,0.037857603
82727,0.19197136
63348,0.054047856
78748,0.018380733
15430,0.038928293
87368,0.015628632
130382,0.027313413
241407,0.0366363
85530,0.01949638
204941,0.03467319
10031,0.020527443
129300,0.042528816
173539,0.02317811
215005,0.04755731
114403,0.012450358
237428,0.016097527
55202,0.024990506
17894,0.016120547
89486,0.01842264
150172,0.025156323
178203,0.07761559
56512,0.04544609
189569,0.050787274
13537,0.00886335
221483,0.051130746
1486,0.03358419
151292,0.014276363
212989,0.047432262
33010,0.008754801
66037,0.048399873
152681,0.043841667
209840,0.013437482
25833,0.017481444
232131,0.037470087
229726,0.00837197
109627,0.016699871
98130,0.026160108
82095,0.038024634
181837,0.029171089
225893,0.012109309
221777,0.065590635
167115,0.010500327
73558,0.05274222
138572,0.029217409
90399,0.012105191
136320,0.04842076
185838,0.042994343
98865,0.013240765
169688,0.03097728
149935,0.024297692
142637,0.012746382
104249,0.022657301
139778,0.012276802
232533,0.022672992
183951,0.04098452
191942,0.034653995
96942,0.06980745
64347,0.010837023
243580,0.017303266
210904,0.027937852
103258,0.037835605
28812,0.012695096
226116,0.026553778
25542,0.027756298
219709,0.010962859
233273,0.031179922
178242,0.011049028
52511,0.06874039
213013,0.011615687
245840,0.01637943
225700,0.022801537
188562,0.016170591
83356,0.024204146
27156,0.010916188
19072,0.029990556
140260,0.0127427885
142703,0.021543106
66713,0.010778912
158424,0.011283706
232260,0.015966814
42853,0.016243275
162151,0.03689668
164988,0.037900683
38492,0.069340505
210522,0.020211024
126981,0.026098823
45897,0.022677636
123752,0.03695206
139925,0.047818255
225745,0.03410955
190005,0.02689967
50658,0.01355669
3321,0.019190304
106702,0.05486889
176378,0.019819794
7579,0.007676953
124236,0.013085698
155625,0.033164293
183450,0.06518787
29109,0.015561324
186061,0.022694668
112256,0.016697789
88197,0.0390534
183029,0.020224683
142543,0.016912209
102815,0.06973441
10698,0.023638358
183690,0.008340135
90801,0.018851003
203048,0.076787196
248354,0.042684518
214165,0.017611952
67738,0.020742135
208286,0.017599434
8381,0.067092046
125687,0.009955022
82036,0.0345347
223330,0.032701336
135025,0.027496709
760,0.029958917
38397,0.010998498
84036,0.024150563
98820,0.013425241
168448,0.007327924
2626,0.03121039
235902,0.030985365
45817,0.008328903
81805,0.012655282
141436,0.020472007
208330,0.030487746
179431,0.0118974075
36728,0.019184489
81569,0.010475267
23990,0.017645225
23739,0.053590186
120011,0.053257357
25987,0.027347663
131882,0.014002152
79887,0.03880672
108996,0.008235124
61130,0.1030665
117452,0.027406417
58411,0.011369843
27633,0.0244663
244929,0.042021204
174226,0.065028325
2765,0.033913232
2872,0.008963465
71777,0.031186717
84091,0.072804935
108054,0.00989391
114035,0.021382479
9419,0.014080345
133969,0.21515739
113414,0.012213695
197222,0.043801926
110213,0.018463103
199970,0.008527317
214491,0.009181818
63298,0.02552979
101684,0.008915364
202133,0.072437994
208876,0.10128295
113660,0.02035004
216830,0.016919045
96716,0.019505423
183324,0.019088175
121788,0.02711085
218181,0.026810749
112696,0.02560204
29747,0.031189803
85179,0.049565036
3567,0.036140442
247599,0.015793283
153724,0.027734203
80574,0.012596142
92889,0.10299945
191241,0.0097466055
47567,0.039502162
94375,0.053257357
248049,0.031588856
167732,0.03179182
144805,0.03705279
185988,0.020814342
49492,0.023359785
112238,0.07661228
19316,0.042089622
185710,0.021099087
140718,0.021735292
29442,0.021083355
240050,0.013261284
135026,0.045623176
68889,0.022255726
33404,0.049544174
211169,0.03661319
81409,0.015754167
159943,0.026072912
69372,0.04996072
203923,0.033922378
172515,0.009799637
72370,0.026256856
34574,0.014667327
138175,0.035527967
116656,0.046641465
8165,0.0150619075
195306,0.033890657
47974,0.12967509
136559,0.027763491
229270,0.03053847
161085,0.011997688
239299,0.013368658
201782,0.06664219
127128,0.025478844
93749,0.038057964
185327,0.012104097
72846,0.010200462
211646,0.010717681
140707,0.048243195
172973,0.008765252
153976,0.0057597137
10978,0.023365097
60746,0.00834088
47181,0.00876865
145803,0.046070382
243272,0.040079944
149686,0.021066003
236250,0.028858095
166257,0.05832986
225306,0.06677087
124841,0.0075834254
222880,0.020518001
134402,0.01038955
41698,0.083149984
95955,0.042513844
141665,0.02049806
248862,0.03445968
234618,0.051345356
223213,0.03449825
39004,0.15475391
